year,month,day,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,WSPM,RAIN,DEWP,date
2013,3,5,Changping,106.95833333333333,125.16666666666667,50.708333333333336,75.29166666666667,1641.3333333333333,88.75,6.4624999999999995,1007.7958333333332,0.7666666666666666,0.0,-9.0,2013-03-05
2013,3,5,Dingling,105.375,117.20833333333333,36.375,58.375,1187.375,86.5,6.4624999999999995,1007.7958333333332,0.7666666666666666,0.0,-9.0,2013-03-05
2013,3,5,Dongsi,154.25,183.16666666666666,81.25,137.45833333333334,2403.9166666666665,83.04166666666667,7.2124999999999995,1012.7041666666668,0.9125,0.0,-7.783333333333334,2013-03-05
2013,3,5,Guanyuan,141.16666666666666,163.70833333333334,83.375,134.75,2483.0833333333335,78.79166666666667,6.291666666666667,1010.9,1.1291666666666667,0.0,-7.5249999999999995,2013-03-05
2013,3,5,Gucheng,136.70833333333334,172.54166666666666,74.625,79.04166666666667,1349.7083333333333,84.375,6.75,1008.8833333333333,0.8416666666666667,0.0,-7.741666666666667,2013-03-05
2013,3,5,Huairou,50.083333333333336,121.33333333333333,50.5,66.79166666666667,1320.7083333333333,87.95833333333333,5.683333333333334,1007.9208333333332,1.325,0.0,-8.645833333333334,2013-03-05
2013,3,5,Nongzhanguan,131.83333333333334,173.08333333333334,89.20833333333333,137.20833333333334,2578.875,77.58333333333333,7.2124999999999995,1012.7041666666668,0.9125,0.0,-7.783333333333334,2013-03-05
2013,3,5,Shunyi,114.95833333333333,145.83333333333334,57.541666666666664,84.375,1783.125,74.54166666666667,6.45,1013.4875000000001,1.1958333333333333,0.0,-7.220833333333334,2013-03-05
2013,3,5,Tiantan,141.66666666666666,156.375,74.33333333333333,101.66666666666667,2408.0,94.0,7.2124999999999995,1012.7041666666668,0.9125,0.0,-7.783333333333334,2013-03-05
2013,3,5,Wanliu,134.04166666666666,196.95833333333334,80.04166666666667,119.79166666666667,2495.5,48.541666666666664,6.291666666666667,1010.9,1.1291666666666667,0.0,-7.5249999999999995,2013-03-05
2013,3,5,Wanshouxigong,148.66666666666666,171.66666666666666,79.54166666666667,100.25,2241.3333333333335,81.79166666666667,7.245833333333334,1009.9208333333332,0.8833333333333333,0.0,-7.4624999999999995,2013-03-05
2013,3,6,Aotizhongxin,223.25,265.1666666666667,116.2367,142.05938333333333,3087.1666666666665,19.75,7.183333333333334,1007.4833333333332,1.4833333333333334,0.0,-4.216666666666667,2013-03-06
2013,3,6,Changping,235.29166666666666,257.4583333333333,97.29166666666667,119.75,3137.0833333333335,68.20833333333333,7.345833333333334,1004.3458333333333,1.0416666666666667,0.0,-4.766666666666667,2013-03-06
2013,3,6,Dingling,220.79166666666666,225.0,71.25,96.33333333333333,2166.5,73.125,7.345833333333334,1004.3458333333333,1.0416666666666667,0.0,-4.766666666666667,2013-03-06
2013,3,6,Dongsi,206.83333333333334,231.91666666666666,102.41666666666667,161.5,2991.3333333333335,28.0,8.0,1009.2958333333332,0.775,0.0,-5.379166666666666,2013-03-06
2013,3,6,Guanyuan,205.58333333333334,229.75,127.16666666666667,155.08333333333334,3387.125,28.416666666666668,7.183333333333334,1007.4833333333332,1.4833333333333334,0.0,-4.216666666666667,2013-03-06
2013,3,6,Gucheng,190.91666666666666,256.2916666666667,114.08333333333333,130.29166666666666,2337.25,17.5,7.354166666666667,1005.5833333333334,0.7458333333333332,0.0,-4.358333333333333,2013-03-06
2013,3,6,Huairou,167.625,195.375,65.79166666666667,86.58333333333333,2095.625,80.375,5.466666666666666,1004.475,1.2375,0.0,-5.595833333333334,2013-03-06
2013,3,6,Nongzhanguan,195.33333333333334,213.75,116.04166666666667,149.25,2824.5416666666665,30.458333333333332,8.0,1009.2958333333332,0.775,0.0,-5.379166666666666,2013-03-06
2013,3,6,Shunyi,168.70833333333334,186.08333333333334,86.86626666666666,95.68660416666667,2295.5833333333335,49.708333333333336,6.575,1009.9916666666667,1.2,0.0,-4.804166666666666,2013-03-06
2013,3,6,Tiantan,193.70833333333334,206.33333333333334,95.16666666666667,126.75,3057.9166666666665,75.33333333333333,8.0,1009.2958333333332,0.775,0.0,-5.379166666666666,2013-03-06
2013,3,6,Wanliu,229.54166666666666,276.875,104.29166666666667,130.41666666666666,3328.7083333333335,16.291666666666668,7.183333333333334,1007.4833333333332,1.4833333333333334,0.0,-4.216666666666667,2013-03-06
2013,3,6,Wanshouxigong,207.875,232.66666666666666,108.75,125.41666666666667,3153.7916666666665,60.041666666666664,7.879166666666666,1006.6791666666667,0.8291666666666666,0.0,-4.583333333333333,2013-03-06
2013,3,7,Aotizhongxin,263.375,316.0833333333333,97.54166666666667,147.75,3632.875,38.833333333333336,9.2875,1002.3208333333333,1.5583333333333333,0.0,-2.0333333333333337,2013-03-07
2013,3,7,Changping,200.66666666666666,223.95833333333334,81.95833333333333,129.25,3257.9166666666665,41.0,9.2375,999.2291666666666,1.0083333333333333,0.0,-3.8958333333333335,2013-03-07
2013,3,7,Dingling,141.41666666666666,152.875,48.666666666666664,95.25,1737.3333333333333,60.333333333333336,9.2375,999.2291666666666,1.0083333333333333,0.0,-3.8958333333333335,2013-03-07
2013,3,7,Dongsi,274.4166666666667,306.625,92.95833333333333,174.0,4249.666666666667,53.541666666666664,9.258333333333333,1004.1083333333332,1.1708333333333334,0.0,-2.5458333333333334,2013-03-07
2013,3,7,Guanyuan,248.0,280.125,98.70833333333333,161.375,3949.6666666666665,46.666666666666664,9.2875,1002.3208333333333,1.5583333333333333,0.0,-2.0333333333333337,2013-03-07
2013,3,7,Gucheng,243.75,308.5833333333333,83.16666666666667,162.20833333333334,4607.833333333333,55.625,9.729166666666666,1000.3041666666667,1.0041666666666667,0.0,-2.2125,2013-03-07
2013,3,7,Huairou,206.41666666666666,267.75,64.0,121.66666666666667,2466.375,63.583333333333336,7.629166666666666,999.4,1.3333333333333333,0.0,-3.9916666666666667,2013-03-07
2013,3,7,Nongzhanguan,270.375,294.5833333333333,102.95833333333333,167.08333333333334,4158.0,47.583333333333336,9.258333333333333,1004.1083333333332,1.1708333333333334,0.0,-2.5458333333333334,2013-03-07
2013,3,7,Shunyi,283.0,301.625,88.79166666666667,120.125,3524.875,52.208333333333336,8.379166666666666,1004.8583333333332,1.1458333333333333,0.0,-1.9166666666666667,2013-03-07
2013,3,7,Tiantan,257.5,278.2916666666667,72.66666666666667,134.08333333333334,4416.291666666667,55.291666666666664,9.258333333333333,1004.1083333333332,1.1708333333333334,0.0,-2.5458333333333334,2013-03-07
2013,3,7,Wanliu,238.0,318.3333333333333,79.95833333333333,133.58333333333334,4733.0,25.208333333333332,9.2875,1002.3208333333333,1.5583333333333333,0.0,-2.0333333333333337,2013-03-07
2013,3,7,Wanshouxigong,265.3333333333333,304.7083333333333,93.5,138.25,4420.416666666667,38.375,9.520833333333334,1001.4,1.1500000000000001,0.0,-1.9458333333333335,2013-03-07
2013,3,8,Aotizhongxin,221.45833333333334,297.9583333333333,69.45623333333333,120.30112083333334,2745.4583333333335,79.33333333333333,9.612499999999999,999.475,1.6375,0.0,-1.1500000000000001,2013-03-08
2013,3,8,Changping,182.375,239.70833333333334,58.4752,90.50114166666667,2541.3333333333335,82.20833333333333,12.0375,996.1541666666667,2.1041666666666665,0.0,-2.8708333333333336,2013-03-08
2013,3,8,Dingling,146.16666666666666,217.0,33.27923333333333,56.753883333333334,1408.25,87.58333333333333,12.0375,996.1541666666667,2.1041666666666665,0.0,-2.8708333333333336,2013-03-08
2013,3,8,Dongsi,189.33333333333334,232.45833333333334,61.46293333333333,151.76415,3291.375,104.54166666666667,9.6625,1001.3291666666668,1.6791666666666665,0.0,-2.5,2013-03-08
2013,3,8,Guanyuan,209.95833333333334,249.5,63.98093333333333,139.7534,3258.0833333333335,106.0,9.612499999999999,999.475,1.6375,0.0,-1.1500000000000001,2013-03-08
2013,3,8,Gucheng,201.5,267.3333333333333,60.54623333333333,141.17612083333333,3099.875,106.66666666666667,10.612499999999999,997.4499999999999,1.2458333333333333,0.0,-1.6500000000000001,2013-03-08
2013,3,8,Huairou,194.875,232.25,58.55776666666666,88.81046250000001,2299.5833333333335,85.79166666666667,8.816666666666666,996.5166666666668,2.316666666666667,0.0,-2.7541666666666664,2013-03-08
2013,3,8,Nongzhanguan,217.79166666666666,239.41666666666666,69.3975,129.95508333333333,3158.2083333333335,99.33333333333333,9.6625,1001.3291666666668,1.6791666666666665,0.0,-2.5,2013-03-08
2013,3,8,Shunyi,226.0,246.375,69.43193333333333,90.27712083333334,2758.125,95.66666666666667,8.983333333333333,1002.0500000000001,2.316666666666667,0.0,-1.7208333333333332,2013-03-08
2013,3,8,Tiantan,202.04166666666666,224.66666666666666,49.009966666666664,112.3610125,3632.875,102.45833333333333,9.6625,1001.3291666666668,1.6791666666666665,0.0,-2.5,2013-03-08
2013,3,8,Wanliu,210.625,273.7083333333333,60.67653333333333,121.02794583333333,4916.5,64.45833333333333,9.612499999999999,999.475,1.6375,0.0,-1.1500000000000001,2013-03-08
2013,3,8,Wanshouxigong,223.41666666666666,257.9166666666667,63.40283333333334,119.87095,3691.5833333333335,91.33333333333333,10.25,998.5416666666666,1.675,0.0,-1.7416666666666665,2013-03-08
2013,3,9,Aotizhongxin,62.041666666666664,226.75,33.333333333333336,45.0,1178.9583333333333,73.91666666666667,6.983333333333333,1004.3916666666668,3.391666666666667,0.0,-10.1625,2013-03-09
2013,3,9,Changping,58.25,200.20833333333334,28.25,32.375,937.4166666666666,102.25,7.1125,1001.6666666666666,3.2916666666666665,0.0,-11.379166666666668,2013-03-09
2013,3,9,Dingling,59.833333333333336,223.66666666666666,12.958333333333334,24.333333333333332,662.4166666666666,100.95833333333333,7.1125,1001.6666666666666,3.2916666666666665,0.0,-11.379166666666668,2013-03-09
2013,3,9,Dongsi,58.916666666666664,216.625,32.916666666666664,58.208333333333336,1308.0416666666667,97.08333333333333,7.233333333333333,1006.1291666666666,4.0,0.0,-12.100000000000001,2013-03-09
2013,3,9,Guanyuan,51.75,262.9166666666667,36.708333333333336,49.833333333333336,1024.8333333333333,96.91666666666667,6.983333333333333,1004.3916666666668,3.391666666666667,0.0,-10.1625,2013-03-09
2013,3,9,Gucheng,59.333333333333336,304.2083333333333,21.583333333333332,44.041666666666664,987.5,102.125,7.625,1002.3166666666666,2.2666666666666666,0.0,-11.041666666666666,2013-03-09
2013,3,9,Huairou,52.125,142.75,29.333333333333332,33.333333333333336,812.5,102.5,6.195833333333333,1001.3000000000001,3.970833333333333,0.0,-11.9,2013-03-09
2013,3,9,Nongzhanguan,56.375,218.125,39.625,51.25,1404.0833333333333,93.41666666666667,7.233333333333333,1006.1291666666666,4.0,0.0,-12.100000000000001,2013-03-09
2013,3,9,Shunyi,87.125,469.7916666666667,50.208333333333336,61.666666666666664,1554.0833333333333,78.375,6.791666666666667,1006.7666666666668,4.583333333333333,0.0,-10.845833333333333,2013-03-09
2013,3,9,Tiantan,60.333333333333336,222.91666666666666,26.625,41.625,1387.2916666666667,88.91666666666667,7.233333333333333,1006.1291666666666,4.0,0.0,-12.100000000000001,2013-03-09
2013,3,9,Wanliu,66.0,283.7083333333333,26.601033333333334,46.06375,1291.5833333333333,61.708333333333336,6.983333333333333,1004.3916666666668,3.391666666666667,0.0,-10.1625,2013-03-09
2013,3,9,Wanshouxigong,57.25,234.79166666666666,32.25,41.791666666666664,1229.0,83.91666666666667,7.375,1003.3874999999999,3.125,0.0,-10.779166666666667,2013-03-09
2013,3,10,Aotizhongxin,34.291666666666664,68.91666666666667,22.916666666666668,49.666666666666664,708.3333333333334,82.66666666666667,5.2625,1020.4916666666667,2.441666666666667,0.0,-12.85,2013-03-10
2013,3,10,Changping,30.25,50.125,20.75,34.291666666666664,604.1666666666666,97.29166666666667,7.291666666666667,1017.0166666666668,2.3458333333333337,0.0,-16.716666666666665,2013-03-10
2013,3,10,Dingling,25.791666666666668,38.791666666666664,11.25,15.5,379.1666666666667,94.0,7.291666666666667,1017.0166666666668,2.3458333333333337,0.0,-16.716666666666665,2013-03-10
2013,3,10,Dongsi,36.333333333333336,66.45833333333333,19.25,53.208333333333336,937.4583333333334,95.125,5.7875000000000005,1022.5041666666666,2.3333333333333335,0.0,-15.108333333333334,2013-03-10
2013,3,10,Guanyuan,34.083333333333336,59.375,23.041666666666668,51.708333333333336,733.3333333333334,90.29166666666667,5.2625,1020.4916666666667,2.441666666666667,0.0,-12.85,2013-03-10
2013,3,10,Gucheng,41.583333333333336,75.54166666666667,20.041666666666668,46.875,799.9583333333334,98.625,6.425,1018.5833333333334,1.9791666666666667,0.0,-14.695833333333333,2013-03-10
2013,3,10,Huairou,43.625,68.91666666666667,32.25,46.583333333333336,762.5,90.54166666666667,3.733333333333333,1017.3249999999999,1.7416666666666665,0.0,-14.141666666666666,2013-03-10
2013,3,10,Nongzhanguan,35.875,50.375,20.583333333333332,55.083333333333336,754.1666666666666,94.375,5.7875000000000005,1022.5041666666666,2.3333333333333335,0.0,-15.108333333333334,2013-03-10
2013,3,10,Shunyi,61.5,331.125,40.833333333333336,59.041666666666664,1112.5,49.083333333333336,5.054166666666666,1023.1125000000001,2.15,0.0,-13.233333333333334,2013-03-10
2013,3,10,Tiantan,38.291666666666664,66.5,20.666666666666668,44.791666666666664,812.4166666666666,89.75,5.7875000000000005,1022.5041666666666,2.3333333333333335,0.0,-15.108333333333334,2013-03-10
2013,3,10,Wanliu,38.083333333333336,71.45833333333333,18.958333333333332,61.166666666666664,816.625,67.45833333333333,5.2625,1020.4916666666667,2.441666666666667,0.0,-12.85,2013-03-10
2013,3,10,Wanshouxigong,35.083333333333336,48.166666666666664,23.333333333333332,44.333333333333336,875.0,82.41666666666667,5.291666666666667,1019.8458333333333,2.1708333333333334,0.0,-14.075000000000001,2013-03-10
2013,3,11,Aotizhongxin,123.79166666666667,178.29166666666666,86.875,90.66666666666667,1670.75,75.25,5.5375000000000005,1013.6625,1.5666666666666667,0.0,-6.620833333333334,2013-03-11
2013,3,11,Changping,123.95833333333333,163.79166666666666,79.125,84.83333333333333,1716.4166666666667,88.58333333333333,5.3625,1010.5083333333333,1.2583333333333333,0.0,-8.420833333333333,2013-03-11
2013,3,11,Dingling,117.70833333333333,150.16666666666666,61.958333333333336,68.08333333333333,1266.4583333333333,90.66666666666667,5.3625,1010.5083333333333,1.2583333333333333,0.0,-8.420833333333333,2013-03-11
2013,3,11,Dongsi,111.625,149.79166666666666,75.125,83.125,1287.25,86.66666666666667,7.183333333333334,1015.5833333333334,1.5208333333333333,0.0,-7.6499999999999995,2013-03-11
2013,3,11,Guanyuan,119.33333333333333,162.95833333333334,106.83333333333333,91.83333333333333,1699.75,85.16666666666667,5.5375000000000005,1013.6625,1.5666666666666667,0.0,-6.620833333333334,2013-03-11
2013,3,11,Gucheng,138.0,197.125,96.0,106.16666666666667,2203.75,91.54166666666667,5.783333333333334,1011.6458333333334,0.9833333333333334,0.0,-7.25,2013-03-11
2013,3,11,Huairou,119.54166666666667,141.875,73.0,72.375,1295.6666666666667,70.95833333333333,4.879166666666666,1010.8125,1.3958333333333333,0.0,-8.554166666666665,2013-03-11
2013,3,11,Nongzhanguan,113.04166666666667,134.04166666666666,86.33333333333333,87.0,1337.3333333333333,87.04166666666667,7.183333333333334,1015.5833333333334,1.5208333333333333,0.0,-7.6499999999999995,2013-03-11
2013,3,11,Shunyi,124.91666666666667,157.125,86.83333333333333,74.45833333333333,1603.875,64.91666666666667,6.483333333333333,1016.375,1.5999999999999999,0.0,-6.841666666666666,2013-03-11
2013,3,11,Tiantan,122.04166666666667,143.83333333333334,82.58333333333333,73.33333333333333,1449.875,88.08333333333333,7.183333333333334,1015.5833333333334,1.5208333333333333,0.0,-7.6499999999999995,2013-03-11
2013,3,11,Wanliu,139.95833333333334,197.91666666666666,79.875,89.91666666666667,2299.75,56.416666666666664,5.5375000000000005,1013.6625,1.5666666666666667,0.0,-6.620833333333334,2013-03-11
2013,3,11,Wanshouxigong,120.20833333333333,144.375,97.75,74.375,1624.7916666666667,74.54166666666667,5.75,1012.8000000000001,1.1833333333333333,0.0,-7.254166666666666,2013-03-11
2013,3,12,Aotizhongxin,122.79166666666667,117.16666666666667,27.5,72.875,1645.7083333333333,36.583333333333336,4.6000000000000005,1008.8083333333334,1.0833333333333333,0.12083333333333333,1.3499999999999999,2013-03-12
2013,3,12,Changping,137.83333333333334,143.54166666666666,42.458333333333336,80.91666666666667,1816.375,35.875,5.1875,1005.9083333333333,1.2083333333333333,0.08750000000000001,-0.6583333333333333,2013-03-12
2013,3,12,Dingling,138.08333333333334,136.79166666666666,27.333333333333332,70.58333333333333,1545.5,43.041666666666664,5.1875,1005.9083333333333,1.2083333333333333,0.08750000000000001,-0.6583333333333333,2013-03-12
2013,3,12,Dongsi,126.75,125.83333333333333,28.416666666666668,88.875,1408.0833333333333,45.75,5.104166666666667,1010.7958333333332,1.1791666666666667,0.22083333333333333,1.1208333333333333,2013-03-12
2013,3,12,Guanyuan,117.70833333333333,114.375,36.166666666666664,86.75,1858.2083333333333,39.5,4.6000000000000005,1008.8083333333334,1.0833333333333333,0.12083333333333333,1.3499999999999999,2013-03-12
2013,3,12,Gucheng,137.08333333333334,139.91666666666666,27.375,101.75,2053.9166666666665,39.666666666666664,5.183333333333333,1006.9083333333333,0.9833333333333334,0.13749999999999998,0.42083333333333334,2013-03-12
2013,3,12,Huairou,106.54166666666667,104.66666666666667,29.833333333333332,81.75,1208.1666666666667,41.875,4.9375,1005.8583333333332,1.6291666666666667,0.05833333333333333,-0.7083333333333334,2013-03-12
2013,3,12,Nongzhanguan,127.83333333333333,120.125,38.541666666666664,90.79166666666667,1999.7083333333333,50.166666666666664,5.104166666666667,1010.7958333333332,1.1791666666666667,0.22083333333333333,1.1208333333333333,2013-03-12
2013,3,12,Shunyi,115.875,113.70833333333333,27.916666666666668,65.0,1533.2916666666667,43.666666666666664,4.733333333333333,1011.4708333333333,1.3208333333333333,0.11666666666666665,0.75,2013-03-12
2013,3,12,Tiantan,126.95833333333333,120.25,26.416666666666668,69.29166666666667,2028.7916666666667,47.416666666666664,5.104166666666667,1010.7958333333332,1.1791666666666667,0.22083333333333333,1.1208333333333333,2013-03-12
